INDEX,도메인,카테고리,상품명,상품평,데이터구분
30617,가전,주방가전,○○ M** 스테인리스,좋은가격에 좋은제품 구매했네요. 만족스러워요. 디자인도 깔끔해서 좋구요. 사용하기 너무 간편해서 좋아요,쇼핑몰
30618,가전,주방가전,○○ M** 스테인리스,5단출력 가능한 점 너무 좋아요. 1000W가 되서 요리가 진짜 빨리되서 좋아요. 이정도 가격에 이정도 제품이면 훌륭하죠. 만족스러워요.,쇼핑몰
30619,가전,주방가전,○○ M** 스테인리스,23L 중형레인지로 구매했는데 용량 진짜 넓고 깊어요 좋네요. 소음은 굉장히 요란스러워서 그게 좀 아쉬워요.,쇼핑몰
30620,가전,주방가전,○○ M** 스테인리스,제품 받아서 사용해보니 문을 연 다음 메뉴를 입력해야해서 번거로워요. 소음도 생각했던거보다 굉장히 크고 기계음도 시끄러워요.,쇼핑몰
30626,가전,주방가전,○○ M** 스테인리스,회사에서 쓰려고 중형으로 주문했는데 내부 넓어서 좋네요. 디자인도 깔끔해서 좋아요.,쇼핑몰
30629,가전,주방가전,○○ M** 스테인리스,전면부가 강화유리라 안에 용기가 잘 보여서 좋아요. 다만 조금 작동시에 소리가 요란해요. 모터소리가 큰건지 거슬립니다.,쇼핑몰
30631,가전,주방가전,○○ M** 스테인리스,사이즈 용량이 사용하기 적당해서 좋습니다. 디자인도 흔하지 않는 스타일이라서 이쁩니다. ㅇㅇㅇ 믿으니깐 믿고 씁니다,쇼핑몰
30632,가전,주방가전,○○ M** 스테인리스,받은 상품이 조작법이 어렵지 않아 사용하기 좋습니다. 디자인도 집이랑 잘 어울리는 모던한 스타일이라서 만족합니다~,쇼핑몰
30633,가전,주방가전,○○ M** 스테인리스,품질도 우수한 제품이라서 만족! 디자인도 고급스러워서 합격! 가격도 저렴해서  합리적! 간편기능만 있어 사용도 편해요.,쇼핑몰
30634,가전,주방가전,○○ M** 스테인리스,"품질 관리도 엉망인지 옆 꾸리가 찌그러진 상품이 왔습니다. 화면에서 본 디자인보다 싼티나서 실망스럽고, 이런 상품을 이 가격에 산 게 분합니다. 반품하고 싶네요!",쇼핑몰
30635,가전,주방가전,○○ M** 스테인리스,이 브랜드 품질 모르는 사람도 있나요. 정말 좋네요. 쓰면 쓸수록 품질 대박입니다. 조금 아쉬운점이 전원선이 짧아서 멀티탭을 한개 더 연결했네요.,쇼핑몰
30636,가전,주방가전,○○ M** 스테인리스,포인트 사용해서 저렴하게 잘샀네요. 너무 맘에 들어요. 전에 쓰던게 용량이 작아서 아쉬웠는데 이번 전자레인지는 용량도 크고 좋네요.,쇼핑몰
30637,가전,주방가전,○○ M** 스테인리스,출력 와트를 조절할 수 있는게 제일 큰 장점인것 같아요. 좋아요. 디자인도 깔끔하고 심플하니 어디다놔도 예쁘네요.,쇼핑몰
30638,가전,주방가전,○○ M** 스테인리스,"자동요리, 자동데우기 등 자동조리 기능이 월등합니다. 만족스러워요. 조금 아쉬운게 용량이 좀 적어요. 편의점 도시락이 안돌아가네요.",쇼핑몰
30640,가전,주방가전,○○ M**,심플한 디자인이 이뻐서 마음에 들고요. 다이얼이 있어 사용하기 너무 편해요 . 근데 본체가 가벼운지 도어 열 때 본체가 딸려와서 매우 불편합니다. 버튼도 함께 있어 조작도 쉬워요,쇼핑몰
30641,가전,주방가전,○○ M**,쇼핑몰에서 23리터 전자레인지 저렴한 가격에 구매 해서 기분 좋습니다. 조작법도 버튼식+다이얼이라서 너무 간편하고 제 스타일입니다,쇼핑몰
30643,가전,주방가전,○○ M**,제가 찾던 23리터 상품이네요 . 용량도 딱좋아요! 사용법도 어렵지 않고 간단해서 누구나 사용 할수 있습니다. 추천드립니다.,쇼핑몰
30644,가전,주방가전,○○ M**,가격대는 부담없는 가격이라 만족합니다. 별다른 기능 없이 기본 기능에 충실해서 더 좋습니다.,쇼핑몰
30645,가전,주방가전,○○ M**,제가 생각한 가격대로 사서   만족스럽습니다. 전에 쓰던 제품보다 기능이 간편해서 좋은 것 같습니다.,쇼핑몰
30647,가전,주방가전,○○ M**,"디자인이 심플, 깔끔 그 자체라서 좋습니다. 그런데 23리터라서 편의점 도시락이 회전이 될 줄 알았는데 사이즈 작아 안 돌아가 아쉽습니다",쇼핑몰
30649,가전,주방가전,○○ M**,가동하지 않고 대기중에도 상태창이 0으로 표기 되어 전기료가 걱정이됩니다.  일일이 멀티탭을 전원을 꺼야 하니깐 번거롭고 귀찮아요,쇼핑몰
30651,가전,주방가전,○○ M**,디자인이 참 심플하고 깔끔하네요~ 마트보다 저렴하게 구매해서 돈 벌었어요^^ 그런데 23리터인데 전에 사용하던 20리터랑 별 차이 없어 실망스럽네요,쇼핑몰
30653,가전,주방가전,○○ M**,문을 열고 닫을 때 소리가 엄청 크네요. 매우 거슬립니다. 반품하고 싶은데 박스가 찢어져 그냥 사용 하는데... 이런 상품을 만든 ㅇㅇㅇ에 화가 납니다. 어떻게좀 해봐요!,쇼핑몰
30654,가전,주방가전,○○ M**,"3-4인용 중형레인지라 용량 넉넉하겠거니 하고 주문했는데 너무 작아서 아쉽습니다.
그리고 디스플레이가 버튼형이라 깔끔해서 좋네요.",쇼핑몰
30655,가전,주방가전,○○ M**,"시간 추가할때 1분,3분,10초 단위로 누르는 버튼 있어 좋아요.
음식 넣고 돌리는데 전자레인지 발열이 너무 심하네요",쇼핑몰
30656,가전,주방가전,○○ M**,배송후에 음식 돌려봤는데 너무 잘 가열되고 빠르네요. 좀 쉬운게 유리판이 자꾸 음식꺼낼때 빠져서 번거로워요.,쇼핑몰
30657,가전,주방가전,○○ M**,너무 싼가격이라 걱정했는데 가격대비 가성비 갑이예요 훌륭합니다. 디자인이 생각보다 저렴한 티가 나서 아쉽네요.,쇼핑몰
30660,가전,주방가전,○○ M**,제품에 흠집이랑 기스가 난상태로 와서 굉장히 퀄리티가 의심되네요. 사용하는덴 지장없어서 그냥저냥 쓸랍니다. 저렴한 값에 샀다 칠래요ㅡㅡ,쇼핑몰
30661,가전,주방가전,○○ M**,"초,분단위를 일일히 제가 추가할 수 있는 기능이 있어서 편리합니다. 
컬러가 약간 블랙에 회색계열인데 좀 색상이 탁해요 싼티나보여서 별로예요.",쇼핑몰
30662,가전,주방가전,○○ M**,"저렴한 가격에 사용하기 좋은 제품중에 하나예요. 가격대비 좋습니다.
버튼식이라 사용하실때 편리해서 좋아요.",쇼핑몰
30663,가전,주방가전,○○ M**,전체적인 전자레인지 사이즈가 엄청 커요. 너무 커서 당황했습니다;; 디자인은 보시는거처럼 그대로입니다. 고급스럽지도 싸보이지도 않고 딱  그정도예요 그냥저냥 쓸랍니다.,쇼핑몰
30664,가전,주방가전,○○ M**,내부공간이 생각보다 넓지않아요. 깊기만 깊지 폭은 넓지않아 아쉽네요. 그리고 문 여닫을때마다 알림음이 나서 너무 시끄러워요.,쇼핑몰
30666,가전,주방가전,○○ M**,"엄마댁에 선물해드렸는데 디자인도 깔끔하고 예쁘시다고 좋아하시네요.
버튼식 전자레인지라 사용하시기도 너무 편하시대요. 만족스러워요.",쇼핑몰
30667,가전,주방가전,○○ M**,디자인이 정말 세련되서 좋아요. 문이 버튼으로 열리는 문이아니라 수동식이라 좀 빡빡해서 별로예요.,쇼핑몰
30668,가전,주방가전,○○ M**,"다이얼+버튼식 원해서 이 제품을 산건데 타브랜드에 비해 뭐가 좋은지 하나도 모르겠네요. 별로예요
가격도 비싸기만 더 비싸고 가성비 갑 제품은 아닌듯해요ㅡㅡ. 그리고 기계음이 굉장히 크고 돌아가는 소리도 꽤 커서 시끄러워요.",쇼핑몰
30669,가전,주방가전,○○ M**,"저렴한 가격에 구매했는데 만족스럽네요. 저렴한 가격에 기본 레인지 원하시는 분들께 강추합니다.
음식 데우는데는 짱입니다. 절전모드도 있어서 자동으로 알아서 절전되네요. 좋아요.",쇼핑몰
30670,가전,주방가전,○○ M**,"버튼 크기도 그렇고 큼직큼직 버튼이 잘보여서 어르신들도 쓰기에 너무 편리할 것 같아요.
사용하기도 편해서 부모님이 쓰시기에 너무 간단하다고 좋아하시네요.",쇼핑몰
30671,가전,주방가전,○○ M**,"터치식이 생각보다 금방 망가져서 이번엔 버튼식으로 바꿨는데 너무 좋네요. 진작 버튼식으로 살걸 그랬어요.
전자레인지 전체 크기는 생각한거보다 커서 당황;; 원래 놓으려던 자리에 못놓고 정리해서 설치했어요.",쇼핑몰
30672,가전,주방가전,○○ M**,"이벤트에 당첨되서 원래도 저렴한데 더 저렴하게 구매해서 너무 기분 좋아요.
근데 다만 색상이 사진에서 보던거보다 더 어둡고 칙칙해서 그건 좀 아쉬워요.",쇼핑몰
30674,가전,주방가전,○○ M**,"포장박스는 깨끗하게 잘와서 뜯어봤는데 전자레인지 뒤가 다 찌그러져서 왔네요ㅡㅡ 제대로 확인하고 보내시는건지 최악입니다.
컬러도 생각한거보더 굉장히 촌스럽고 저렴한티 나서 별로예요",쇼핑몰
30676,가전,주방가전,○○ M**,"착한가격에 좋은 제품 구매해서 엄마한테 선물해드렸는데 너무 좋아하시네요. 
부가적으로 있는 20가지 자동요리기능이 있다는데 사용법이 복잡해서 어른들이 사용하시기엔 불편할듯 하더라구요. 설명서가 좀 아쉬워요",쇼핑몰
30677,가전,주방가전,○○ M**,이번년도 최신형이라 그런가 확실히 더 오랫동안 쓰겠네요. 좋아요. 그리고 크기도 이정도면 적당해서 요리하는데 문제없어요. 충분히 들어가네요.,쇼핑몰
30680,가전,주방가전,○○ M**,용량이 20L라 1-2인가구 쓰기에 충분한 크기입니다. 좋아요. 디자인도 심플하고 촌스럽지 않아서 너무 마음에 듭니다.,쇼핑몰
30681,가전,주방가전,○○ M**,디자인은 깔끔하고 세련되서 좋아요. 다만 간편기능이 없어서 그게 아쉽네요,쇼핑몰
30684,가전,주방가전,○○ M**,전자레인지가 전체적인 사이즈는 생각보다 아담하니 귀여워요. 안에 용량이 20L라 했는데 폭이넓고 깊어서 충분히 사용해요 좋아요.,쇼핑몰
30685,가전,주방가전,○○ M**,"혼자사는 사람이 쓰기에는 적당한 크기나 주문할때 제대로 확인해보지 않아서 내부용량이 작아 당황했어요;;
가격대비 뭐 이정도는 나쁘지 않은 제품이네요 그냥저냥 쓸께요.",쇼핑몰
30686,가전,주방가전,○○ M**,5~6만원대의 제품중에는 가격대비 정말 괜찮은 제품입니다. 굿 좋아요. 디자인도 깔끔하니 심플그자체입니다. 좋아요,쇼핑몰
30687,가전,주방가전,○○ M**,저렴해서 사긴 했지만 그냥 딱 그정도 값 합니다. 아쉬워요. 그리고 아날로그식이라 돌리고 조절해야해서 번거로워요.,쇼핑몰
30688,가전,주방가전,○○ M**,"가격이 저렴해서 서브로 사용할 목적으로 샀지만 정말 딱 그정도 입니다. 그냥저냥 그래요
기능도 생각보다 단순해서 그러려니 하고 사용할라구요.",쇼핑몰
30689,가전,주방가전,○○ M**,"식당에서 간단한용으로 사용하려고 샀는데 크기도 이정도면 적당하니 좋네요.
사용하는 것도 간단해서 음식뎁히기용으로 딱이예요. 만족스러워요.",쇼핑몰
30690,가전,주방가전,○○ M**,아주 저렴한 가격에 가성비 좋은 제품으로 사서 좋아요. 용량도 1인가구 자취생이 쓰기에 딱 좋은 크기예요 맘에 듭니다.,쇼핑몰
30691,가전,주방가전,○○ M**,좋은 제품을 저렴한 가격으로 구매했네요^^ 조작 방법이 다이얼로만 조작할 수 있어 아직은 좀 불편합니다.,쇼핑몰
30692,가전,주방가전,○○ M**,"가격대비 가성비 최고의 제품입니다. 근데 다이얼이 아날로그식이라 정확한 시간 측정이 안되어 아쉽네요
그래두 저렴하게 잘 샀으니 감안하고 잘 쓰겠습니다.",쇼핑몰
30693,가전,주방가전,○○ M**,"가격대비 저렴하게 잘사서 너무 좋아요. 크기도 1인 가구에 딱 적당한게 잘 쓰고 있습니다.
디자인도 앙증맞은게 귀엽고 이뻐요. 다이얼 돌려 시간맞추는게 애매해서 조금 아쉽지만 감으로 돌려 쓸만해요",쇼핑몰
30694,가전,주방가전,○○ M**,다이얼식이라서 조작법은 간단해서 좋은데.. 다이얼이 뻑뻑해서 돌리기가 힘든데 왠지 불량제품이 온 것 같아요,쇼핑몰
30695,가전,주방가전,○○ M**,검정색 이라서 심플해 보여 좋습니다 .도어가 창으로 되어 있어 내부 음식이 보이니 조리하기 편해요,쇼핑몰
30696,가전,주방가전,○○ M**,"000오븐쓰다 고장으로 갑자기 구매하게 됐어요. 실제로 보니 내부안이 미니멀해서 조금 당황했어요
그래도 디자인 심플해서 만족하고 굉장한 저렴하게 잘 사서 기분 좋아요~",쇼핑몰
30697,가전,주방가전,○○ M**,"디자인이 너무 깜찍하니 귀엽고, 마트보다 저렴한 가격으로 잘 구매했습니다. 소음도 작아서 사용하기 딱 좋네요",쇼핑몰
30698,가전,주방가전,○○ M**,"갑자기 구매하게되어 가격만 보고 샀어요. 가격대비 잘 사서 기분 좋네요. 디자인도 깔끔해서 만족스럽게 잘쓰고 있습니다.
",쇼핑몰
30699,가전,주방가전,○○ M**,레인지가 없어 정말 급하게 구매했는데 세일 기간 덕에 저렴하게 잘 구입했습니다. 근데 용량이 20리터라 작아서 아쉽네요.,쇼핑몰
30700,가전,주방가전,○○ M**,"자취하는 조카에게 선물해 주었어요. 크기가 1~2용으로 쓰기 딱 좋고 유용하게 잘 쓰고 있다네요. 
츨력도 좋아서 음식 잘 데워지니 좋다고 하네요.",쇼핑몰
30701,가전,주방가전,○○ M**,전 사용 모델에 비해 이건 다이얼로만 조작할 수 있어 너무나 편해요. 사이즈도 생각 외로 커서 피자 2조각도 한번에 조리되요,쇼핑몰
30702,가전,주방가전,○○ M**,"전에 사용한 제품보다 이 제품은 선이 짧아 원래 있던 자리에 설치가 안되서 멘붕, 디자인도 깔끔한 블랙이고, 소음도 작아서 딱 좋았는데 자리를 다시 선정해야 하니 멘붕이네요",쇼핑몰
